Id,Latitude,Longitude
763,-62.143605474477482,-69.059316074083426
307,105.795136431182,-65.706767914285322
258,89.16808153816929,133.70975934217472
235,-101.83688860738354,-120.80967178752404
56,73.712477413485558,116.05737985620929
962,59.827939385073428,-100.16148738301362
895,-64.6922483029698,148.23530680875922
440,-71.7465042515849,33.095025623585826
836,71.32914902496546,75.0315426410192
219,-74.186855609658352,-122.69421785277271
205,-36.798403618974746,133.81508469038303
196,-139.89719150332769,9.2155867067284465
534,-137.90445866682168,42.535485897002168
80,-60.934475717194026,50.661643527415329
543,-88.603824035897048,42.820765593155116
652,76.911490408013719,-106.47167401849781
327,-111.18466392656539,-42.125583361680242
542,-127.82716747613547,61.100053786001631
122,64.327141106035441,50.727333190584218
965,-56.306552563683447,57.728085935900523
287,113.62664738812619,73.594958797493561
455,115.52006363880358,64.883347737564492
901,-113.5396812901195,118.99961381914268
232,-142.84073664632055,-55.829590746613576
650,56.366394849471689,50.0720093557013
805,-104.18720257122996,61.477090785253459
599,77.285335245866662,-128.83173310539968
1,54.352166380142393,112.5583692736593
215,-38.812698105484053,-55.945646168342748
818,85.689942675024838,41.730680020083142
875,-134.73500357808922,-57.264716151869365
720,51.342244640435837,-67.742228114859174
355,4.85259006119838,76.636206790793608
522,-15.273000113666805,29.405071935922624
495,-138.018991796347,-143.15710413472826
897,-50.800586892560418,54.27122917357395
59,-125.32482071795893,6.0897190155412275
168,-49.762772971175352,-107.4417884784767
112,-40.480983092423926,99.069097647517779
640,-25.194159321887753,8.4407319534242387
761,-18.079165049670681,145.52720272978283
924,92.91190931973712,-99.297003483913215
154,63.774986118188522,91.783625701289921
302,83.298005411027091,-3.7988042738410042
473,126.41994464513719,-137.23069933149225
532,-139.54730517035981,126.14252237928068
391,-57.347121004425986,-144.98925496161152
828,142.4416764590797,77.201854185025482
402,-42.810347089154384,-36.594888769956889
199,20.785628165026004,-11.400620478259116
29,-12.851371144619915,-9.9771529224871252
704,-98.777311964775492,55.136281010077887
587,74.336522397544329,-74.030371534294645
675,-20.057307457815639,4.4007174027434761
624,125.60769785291795,71.19122258307425
955,116.60057526092749,-16.716811976061337
53,-135.56009032507865,-12.204752766485512
26,-116.229766071462,71.060365020653649
232,31.779260383854,-95.474143273807485
251,126.81259899975127,11.46590356824151
363,73.673035449867356,-29.215399824533762
894,100.54428521158145,-34.692823955450848
225,128.83024268499176,106.65264933406749
665,103.5362987223356,43.0888760177603
991,50.682293562680442,-137.24320854648792
485,-66.521112931604208,111.44481550587682
488,-14.238510609332236,-11.162996127906473
659,96.2968204982267,114.14502086733593
585,10.119532081160242,147.54648285344709
293,21.961808104686817,-127.13149443021472
240,-35.802336484847181,18.868458538341827
806,-57.004147553671977,140.61373350133667
77,-102.8457508130156,54.238456129695329
129,-132.54778818600496,-2.35575024512836
204,41.237012864235368,108.04522255131943
363,35.049896350777331,98.1807479906886
301,-72.31306433229031,-136.07728174884753
599,28.860747247331087,11.555632467129252
406,126.72794473154553,94.8809581963518
765,-29.617835974503219,2.4300027343531059
414,104.55273740282186,91.566895301130572
418,144.39746669193161,64.909906229707431
599,43.508771900766604,-98.000091114742531
663,92.157946945874826,74.321565458701954
436,12.376343420419316,-23.622570236120506
171,51.138859935108677,78.2944506644182
780,-77.665176653707789,-58.066233720152724
680,-101.58552760275022,39.427282382934571
898,-102.23508236617891,85.562802899512292
187,69.918161184399182,114.4337507395294
844,67.2331357592875,-73.000408617453616
680,56.976670101472031,67.987047261960171
583,80.798120930704187,83.212861878270772
861,2.9993537010636944,-18.792829185774618
277,-18.262741835000927,-7.3360299777490017

